,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
0,0.6931471805599453,4.110873864173311,RL,9.042040056544483,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2.0794415416798357,1.791759469228055,7.602900462204755,7.602900462204755,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.2832037287379885,Gd,TA,PConc,6.561030665896573,0.0,5.017279836814924,6.75343791859778,GasA,Ex,Y,SBrkr,6.75343791859778,6.75110146893676,0.0,7.444833273892193,0.6931471805599453,0.0,1.0986122886681096,0.6931471805599453,1.3862943611198906,0.6931471805599453,Gd,2.1972245773362196,Typ,0.0,1.0986122886681096,6.3080984415095305,Y,0.0,4.127134385045092,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,7.605392364814934,WD,Normal,12.24769911637256
1,1.0986122886681096,3.044522437723423,RL,9.169622538697624,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,1.9459101490553132,2.1972245773362196,7.589335823170617,7.589335823170617,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,6.88653164253051,0.0,5.652489180268651,7.141245122350491,GasA,Ex,Y,SBrkr,7.141245122350491,0.0,0.0,7.141245122350491,0.0,0.6931471805599453,1.0986122886681096,0.0,1.3862943611198906,0.6931471805599453,TA,1.9459101490553132,Typ,0.6931471805599453,1.0986122886681096,6.133398042996649,Y,5.700443573390686,0.0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,7.60489448081162,WD,Normal,12.109016442313738
2,1.3862943611198906,4.110873864173311,RL,9.328212292571072,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2.0794415416798357,1.791759469228055,7.601901959875166,7.602401335665818,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.093750200806762,Gd,TA,PConc,6.18826412308259,0.0,6.075346031088684,6.825460036255307,GasA,Ex,Y,SBrkr,6.825460036255307,6.7650389767805414,0.0,7.488293515159428,0.6931471805599453,0.0,1.0986122886681096,0.6931471805599453,1.3862943611198906,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,1.0986122886681096,6.411818267709897,Y,0.0,3.7612001156935624,0.0,0.0,0.0,0.0,0.0,2.302585092994046,7.605392364814934,WD,Normal,12.317171167298682
3,1.6094379124341003,4.2626798770413155,RL,9.164401140034737,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,2.0794415416798357,1.791759469228055,7.557994958530806,7.58629630715272,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,5.37989735354046,0.0,6.293419278846481,6.6293632534374485,GasA,Gd,Y,SBrkr,6.8690144506657065,6.6293632534374485,0.0,7.4489161025442,0.6931471805599453,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,1.3862943611198906,6.466144724237619,Y,0.0,3.58351893845611,5.60947179518496,0.0,0.0,0.0,0.0,1.0986122886681096,7.604396348796338,WD,Abnorml,11.849404844423074
4,1.791759469228055,4.110873864173311,RL,9.565283817736766,Pave,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,2.1972245773362196,1.791759469228055,7.601402334583733,7.601402334583733,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.860786223465865,Gd,TA,PConc,6.486160788944089,0.0,6.19644412779452,7.044032897274685,GasA,Ex,Y,SBrkr,7.044032897274685,6.960347729101308,0.0,7.695757990554761,0.6931471805599453,0.0,1.0986122886681096,0.6931471805599453,1.6094379124341003,0.6931471805599453,Gd,2.302585092994046,Typ,0.6931471805599453,1.3862943611198906,6.729824070489475,Y,5.262690188904886,4.442651256490317,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,7.605392364814934,WD,Normal,12.429220196836383
5,1.9459101490553132,3.9318256327243257,RL,9.55506418479516,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,1.791759469228055,1.791759469228055,7.597897950521784,7.59890045687141,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Wood,6.597145701886651,0.0,4.174387269895637,6.680854678790215,GasA,Ex,Y,SBrkr,6.680854678790215,6.340359303727752,0.0,7.217443431696533,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,TA,1.791759469228055,Typ,0.0,1.0986122886681096,6.175867270105761,Y,3.713572066704308,3.4339872044851463,0.0,5.771441123130016,0.0,0.0,6.55250788703459,2.3978952727983707,7.605890001053122,WD,Normal,11.870606902224587
6,2.0794415416798357,3.044522437723423,RL,9.218804450388312,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,2.1972245773362196,1.791759469228055,7.60339933974067,7.603897968521881,Gable,CompShg,VinylSd,VinylSd,Stone,5.231108616854587,Gd,TA,PConc,7.222566018822171,0.0,5.762051382780177,7.430707082545968,GasA,Ex,Y,SBrkr,7.43543801981455,0.0,0.0,7.43543801981455,0.6931471805599453,0.0,1.0986122886681096,0.0,1.3862943611198906,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,1.0986122886681096,6.456769655572163,Y,5.545177444479562,4.060443010546419,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,7.60489448081162,WD,Normal,12.634606283893019
7,2.1972245773362196,4.110873864173311,RL,9.247925132303454,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,2.0794415416798357,1.9459101490553132,7.587817219993427,7.587817219993427,Gable,CompShg,HdBoard,HdBoard,Stone,5.484796933490655,TA,TA,CBlock,6.756932389247553,3.4965075614664802,5.37989735354046,7.010311867307229,GasA,Ex,Y,SBrkr,7.010311867307229,6.891625897052253,0.0,7.645397699428633,0.6931471805599453,0.0,1.0986122886681096,0.6931471805599453,1.3862943611198906,0.6931471805599453,TA,2.0794415416798357,Typ,1.0986122886681096,1.0986122886681096,6.184148890937483,Y,5.4638318050256105,5.3230099791384085,5.43372200355424,0.0,0.0,0.0,5.860786223465865,2.4849066497880004,7.605890001053122,WD,Normal,12.206077645517674
8,2.302585092994046,3.9318256327243257,RM,8.71948076085107,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,2.0794415416798357,1.791759469228055,7.566311014772463,7.576097340623111,Gable,CompShg,BrkFace,Wd Shng,None,0.0,TA,TA,BrkTil,0.0,0.0,6.859614903654202,6.859614903654202,GasA,Gd,Y,FuseF,6.930494765951626,6.6240652277998935,0.0,7.4815557019095165,0.0,0.0,1.0986122886681096,0.0,1.0986122886681096,1.0986122886681096,TA,2.1972245773362196,Min1,1.0986122886681096,1.0986122886681096,6.150602768446279,Y,4.51085950651685,0.0,5.327876168789581,0.0,0.0,0.0,0.0,1.6094379124341003,7.605392364814934,WD,Abnorml,11.774527900858468
9,2.3978952727983707,5.25227342804663,RL,8.912069097970134,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,1.791759469228055,1.9459101490553132,7.570443252057374,7.576097340623111,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,6.747586526829315,0.0,4.948759890378168,6.899723107284872,GasA,Ex,Y,SBrkr,6.982862751468942,0.0,0.0,6.982862751468942,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681096,1.0986122886681096,TA,1.791759469228055,Typ,1.0986122886681096,0.6931471805599453,5.327876168789581,Y,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,7.605392364814934,WD,Normal,11.678448377988165
